,signal,date,open,high,low,close,volume,ema20,ema50,ema100,ema200,adx,rsi,max_high,min_low,close_above_ema50_cnt,close_below_ema50_cnt,ema50_above_ema200_cnt,ema50_below_ema200_cnt,entry_price,from,symbol,exit_price,to
757,SELL,2022-05-04 10:20:00+05:30,17010.75,17014.5,16993.5,16998.65,0,17035.55,17037.06,17063.36,17102.87,24.53,36.28,17129.25,17007.2,0,5,0,85,16993.5,2022-05-04 10:20:00+05:30,NIFTY 50_ema_adx_rsi_v1,16024.1,2022-05-13 11:35:00+05:30
758,SELL,2022-05-13 14:30:00+05:30,15867.45,15901.25,15842.65,15855.95,0,15971.83,15982.03,15972.29,16016.81,28.85,27.33,16083.2,15860.3,0,6,0,501,15842.65,2022-05-13 14:30:00+05:30,NIFTY 50_ema_adx_rsi_v1,15945.75,2022-05-17 09:15:00+05:30
759,BUY,2022-05-17 10:50:00+05:30,16081.85,16092.9,16069.85,16091.05,0,15999.21,15942.44,15921.98,15942.05,33.67,81.22,16085.2,15856.2,20,0,1,0,16092.9,2022-05-17 10:50:00+05:30,NIFTY 50_ema_adx_rsi_v1,15923.9,2022-05-19 09:15:00+05:30
760,SELL,2022-05-19 11:15:00+05:30,15927.45,15927.75,15904.35,15904.35,0,15961.53,16060.78,16125.75,16124.11,49.09,27.21,15966.8,15905.3,0,42,0,14,15904.35,2022-05-19 11:15:00+05:30,NIFTY 50_ema_adx_rsi_v1,16071.75,2022-05-20 09:15:00+05:30
761,BUY,2022-05-20 13:20:00+05:30,16211.0,16224.55,16205.05,16222.7,0,16178.0,16129.46,16084.62,16072.14,30.24,69.13,16216.0,16116.1,50,0,27,0,16224.55,2022-05-20 13:20:00+05:30,NIFTY 50_ema_adx_rsi_v1,16213.1,2022-05-23 15:00:00+05:30
762,SELL,2022-05-26 10:45:00+05:30,15944.15,15946.1,15917.4,15923.25,0,16001.35,16035.2,16071.92,16112.9,23.59,24.68,16128.3,15931.05,0,15,0,120,15917.4,2022-05-26 10:45:00+05:30,NIFTY 50_ema_adx_rsi_v1,16094.15,2022-05-26 13:10:00+05:30
763,BUY,2022-05-27 09:15:00+05:30,16296.6,16328.85,16275.95,16282.8,0,16158.45,16099.63,16076.69,16091.37,33.96,78.86,16203.4,16063.8,33,0,2,0,16328.85,2022-05-27 09:15:00+05:30,NIFTY 50_ema_adx_rsi_v1,16543.0,2022-06-01 13:10:00+05:30
764,SELL,2022-06-01 14:25:00+05:30,16479.1,16479.1,16456.25,16456.25,0,16509.15,16547.79,16572.0,16549.81,36.43,29.16,16585.9,16462.8,0,35,0,1,16456.25,2022-06-01 14:25:00+05:30,NIFTY 50_ema_adx_rsi_v1,16542.55,2022-06-02 10:15:00+05:30
765,BUY,2022-06-02 14:00:00+05:30,16610.7,16629.5,16606.4,16626.45,0,16585.15,16563.73,16557.78,16548.13,20.93,65.79,16621.4,16546.2,33,0,17,0,16629.5,2022-06-02 14:00:00+05:30,NIFTY 50_ema_adx_rsi_v1,16612.45,2022-06-03 14:45:00+05:30
766,SELL,2022-06-07 09:15:00+05:30,16469.6,16473.7,16408.9,16410.95,0,16559.58,16564.87,16577.43,16588.25,20.79,19.11,16610.85,16554.25,0,3,0,70,16408.9,2022-06-07 09:15:00+05:30,NIFTY 50_ema_adx_rsi_v1,16492.75,2022-06-08 10:40:00+05:30
767,SELL,2022-06-08 13:30:00+05:30,16379.7,16380.1,16340.55,16343.2,0,16421.56,16426.12,16431.45,16463.38,28.53,21.9,16484.65,16372.7,0,6,0,196,16340.55,2022-06-08 13:30:00+05:30,NIFTY 50_ema_adx_rsi_v1,16413.8,2022-06-09 14:25:00+05:30
768,SELL,2022-06-10 10:05:00+05:30,16274.8,16275.35,16252.45,16258.4,0,16332.27,16360.94,16370.96,16396.18,45.37,26.57,16492.5,16258.6,0,11,0,305,16252.45,2022-06-10 10:05:00+05:30,NIFTY 50_ema_adx_rsi_v1,15844.8,2022-06-16 09:15:00+05:30
769,SELL,2022-06-16 11:20:00+05:30,15654.05,15654.05,15620.35,15630.9,0,15716.21,15733.82,15743.23,15791.95,20.37,26.08,15813.3,15649.6,0,14,0,501,15620.35,2022-06-16 11:20:00+05:30,NIFTY 50_ema_adx_rsi_v1,15480.35,2022-06-21 09:15:00+05:30
770,BUY,2022-06-21 10:20:00+05:30,15550.1,15586.45,15546.55,15580.75,0,15477.69,15401.23,15367.64,15400.87,44.38,77.9,15569.35,15275.1,20,0,1,0,15586.45,2022-06-21 10:20:00+05:30,NIFTY 50_ema_adx_rsi_v1,15482.7,2022-06-22 09:25:00+05:30
771,SELL,2022-06-22 13:20:00+05:30,15413.9,15420.7,15391.35,15398.75,0,15441.04,15479.11,15498.53,15491.7,26.66,28.74,15502.5,15408.0,0,50,0,7,15391.35,2022-06-22 13:20:00+05:30,NIFTY 50_ema_adx_rsi_v1,15497.9,2022-06-23 09:20:00+05:30
772,BUY,2022-06-23 10:55:00+05:30,15595.9,15608.7,15595.0,15607.45,0,15560.22,15515.87,15502.63,15493.38,44.29,71.96,15602.75,15412.75,21,0,9,0,15608.7,2022-06-23 10:55:00+05:30,NIFTY 50_ema_adx_rsi_v1,15478.5,2022-06-23 12:20:00+05:30
773,BUY,2022-06-23 14:40:00+05:30,15551.95,15585.7,15551.95,15585.25,0,15518.23,15510.15,15507.22,15500.23,28.81,63.05,15579.75,15368.45,6,0,11,0,15585.7,2022-06-23 14:40:00+05:30,NIFTY 50_ema_adx_rsi_v1,15725.55,2022-06-28 09:25:00+05:30
774,BUY,2022-06-28 12:40:00+05:30,15816.7,15837.3,15816.7,15828.05,0,15787.64,15786.61,15787.64,15747.93,26.24,68.07,15817.2,15729.55,3,0,212,0,15837.3,2022-06-28 12:40:00+05:30,NIFTY 50_ema_adx_rsi_v1,15698.2,2022-06-29 09:15:00+05:30
775,BUY,2022-06-29 13:30:00+05:30,15821.7,15850.5,15815.8,15842.9,0,15813.8,15799.74,15794.08,15774.27,27.81,64.34,15838.8,15779.7,28,0,297,0,15850.5,2022-06-29 13:30:00+05:30,NIFTY 50_ema_adx_rsi_v1,15783.35,2022-06-29 15:25:00+05:30
776,BUY,2022-06-30 09:20:00+05:30,15854.75,15868.95,15850.3,15864.0,0,15822.58,15816.31,15807.09,15786.1,23.7,62.11,15861.3,15774.5,2,0,322,0,15868.95,2022-06-30 09:20:00+05:30,NIFTY 50_ema_adx_rsi_v1,15775.25,2022-06-30 11:10:00+05:30
777,BUY,2022-06-30 14:10:00+05:30,15822.8,15846.65,15818.0,15846.0,0,15810.21,15804.78,15805.16,15794.71,22.18,61.78,15840.15,15735.55,13,0,380,0,15846.65,2022-06-30 14:10:00+05:30,NIFTY 50_ema_adx_rsi_v1,15788.6,2022-06-30 15:05:00+05:30
778,SELL,2022-07-01 09:40:00+05:30,15663.2,15663.2,15629.45,15637.75,0,15742.58,15776.0,15790.14,15789.08,32.74,24.83,15852.4,15651.35,0,12,0,4,15629.45,2022-07-01 09:40:00+05:30,NIFTY 50_ema_adx_rsi_v1,15733.7,2022-07-01 15:05:00+05:30
779,BUY,2022-07-04 13:00:00+05:30,15782.5,15792.9,15777.4,15790.95,0,15761.48,15738.19,15723.97,15729.22,20.39,69.29,15782.7,15722.8,29,0,9,0,15792.9,2022-07-04 13:00:00+05:30,NIFTY 50_ema_adx_rsi_v1,15843.25,2022-07-05 14:15:00+05:30
780,BUY,2022-07-06 12:50:00+05:30,15939.35,15961.6,15939.3,15951.75,0,15903.21,15894.68,15889.57,15861.53,20.94,69.88,15941.6,15850.85,8,0,157,0,15961.6,2022-07-06 12:50:00+05:30,NIFTY 50_ema_adx_rsi_v1,16127.1,2022-07-12 09:15:00+05:30
781,SELL,2022-07-12 12:50:00+05:30,16087.45,16088.05,16071.85,16077.5,0,16111.88,16134.35,16148.29,16138.1,31.29,26.86,16148.3,16082.55,0,44,0,3,16071.85,2022-07-12 12:50:00+05:30,NIFTY 50_ema_adx_rsi_v1,16134.95,2022-07-12 14:10:00+05:30
782,SELL,2022-07-12 15:10:00+05:30,16076.6,16080.95,16056.3,16056.3,0,16101.12,16113.05,16128.74,16129.42,23.7,32.07,16144.55,16056.65,0,7,0,31,16056.3,2022-07-12 15:10:00+05:30,NIFTY 50_ema_adx_rsi_v1,16127.8,2022-07-13 09:45:00+05:30
783,SELL,2022-07-13 12:55:00+05:30,16037.4,16038.8,16005.3,16016.1,0,16064.82,16081.65,16099.05,16111.62,21.26,23.64,16102.7,16030.75,0,33,0,79,16005.3,2022-07-13 12:55:00+05:30,NIFTY 50_ema_adx_rsi_v1,16022.7,2022-07-15 09:15:00+05:30
784,BUY,2022-07-18 09:15:00+05:30,16151.4,16198.3,16146.65,16180.65,0,16034.45,16000.56,15987.67,16000.45,35.04,86.44,16066.45,15950.7,21,0,1,0,16198.3,2022-07-18 09:15:00+05:30,NIFTY 50_ema_adx_rsi_v1,16590.85,2022-07-25 10:00:00+05:30
785,BUY,2022-07-25 14:20:00+05:30,16653.95,16668.75,16649.15,16664.25,0,16622.29,16619.0,16624.52,16599.03,21.42,73.76,16657.95,16581.55,6,0,437,0,16668.75,2022-07-25 14:20:00+05:30,NIFTY 50_ema_adx_rsi_v1,16553.35,2022-07-26 09:15:00+05:30
786,SELL,2022-07-26 10:10:00+05:30,16518.25,16518.25,16506.0,16512.05,0,16562.24,16593.25,16609.56,16597.2,48.5,22.28,16674.2,16514.0,0,15,0,2,16506.0,2022-07-26 10:10:00+05:30,NIFTY 50_ema_adx_rsi_v1,16552.35,2022-07-27 11:00:00+05:30
787,BUY,2022-07-27 13:30:00+05:30,16596.35,16614.25,16596.35,16613.9,0,16580.33,16557.42,16550.48,16556.36,32.7,72.24,16605.3,16543.8,43,0,1,0,16614.25,2022-07-27 13:30:00+05:30,NIFTY 50_ema_adx_rsi_v1,17250.25,2022-08-04 11:30:00+05:30
788,BUY,2022-08-05 09:20:00+05:30,17392.25,17441.3,17392.25,17439.35,0,17357.19,17340.39,17334.36,17306.45,23.98,69.29,17436.15,17265.2,12,0,476,0,17441.3,2022-08-05 09:20:00+05:30,NIFTY 50_ema_adx_rsi_v1,17871.15,2022-08-19 11:05:00+05:30
789,SELL,2022-08-19 12:25:00+05:30,17769.7,17773.65,17742.65,17744.7,0,17829.93,17876.46,17893.14,17877.4,55.29,20.55,17964.65,17770.15,0,20,0,1,17742.65,2022-08-19 12:25:00+05:30,NIFTY 50_ema_adx_rsi_v1,17615.4,2022-08-23 15:20:00+05:30
790,BUY,2022-08-25 09:30:00+05:30,17694.45,17707.25,17688.7,17705.85,0,17621.05,17593.09,17579.09,17592.41,30.99,82.48,17702.55,17556.35,13,0,1,0,17707.25,2022-08-25 09:30:00+05:30,NIFTY 50_ema_adx_rsi_v1,17633.5,2022-08-25 14:35:00+05:30
791,SELL,2022-08-29 09:15:00+05:30,17188.65,17220.9,17168.25,17190.25,0,17542.01,17576.98,17598.53,17610.74,24.93,14.06,17611.2,17520.15,0,18,0,53,17168.25,2022-08-29 09:15:00+05:30,NIFTY 50_ema_adx_rsi_v1,17464.15,2022-08-30 09:20:00+05:30
792,BUY,2022-08-30 12:10:00+05:30,17569.85,17583.0,17569.3,17582.0,0,17537.52,17481.83,17454.74,17476.88,55.68,77.41,17572.15,17482.25,36,0,2,0,17583.0,2022-08-30 12:10:00+05:30,NIFTY 50_ema_adx_rsi_v1,17566.5,2022-09-01 12:55:00+05:30
793,BUY,2022-09-02 14:00:00+05:30,17591.95,17608.45,17591.3,17608.4,0,17580.16,17564.85,17562.76,17558.36,21.85,68.12,17597.4,17551.55,26,0,8,0,17608.45,2022-09-02 14:00:00+05:30,NIFTY 50_ema_adx_rsi_v1,17557.95,2022-09-02 14:45:00+05:30
794,BUY,2022-09-05 09:30:00+05:30,17594.8,17632.2,17591.55,17631.55,0,17576.01,17570.26,17566.87,17561.52,26.2,64.83,17623.45,17518.85,4,0,29,0,17632.2,2022-09-05 09:30:00+05:30,NIFTY 50_ema_adx_rsi_v1,17614.6,2022-09-06 10:20:00+05:30
795,SELL,2022-09-07 11:10:00+05:30,17552.1,17552.1,17538.55,17538.55,0,17572.34,17607.59,17628.35,17627.04,33.11,31.35,17592.8,17541.65,0,35,0,12,17538.55,2022-09-07 11:10:00+05:30,NIFTY 50_ema_adx_rsi_v1,17630.4,2022-09-07 12:15:00+05:30
796,BUY,2022-09-08 09:20:00+05:30,17733.75,17769.2,17733.7,17767.95,0,17646.81,17629.78,17627.31,17625.56,21.95,81.0,17765.1,17599.0,5,0,2,0,17769.2,2022-09-08 09:20:00+05:30,NIFTY 50_ema_adx_rsi_v1,17863.95,2022-09-14 09:15:00+05:30
797,BUY,2022-09-14 12:30:00+05:30,18016.85,18043.2,18016.85,18031.45,0,17985.49,17983.15,17990.2,17964.83,27.79,72.8,18020.55,17922.15,10,0,340,0,18043.2,2022-09-14 12:30:00+05:30,NIFTY 50_ema_adx_rsi_v1,17980.45,2022-09-14 15:10:00+05:30
798,SELL,2022-09-16 09:15:00+05:30,17796.8,17815.8,17717.45,17790.65,0,17890.43,17911.15,17936.65,17951.92,23.7,22.41,17962.4,17861.95,0,10,0,52,17717.45,2022-09-16 09:15:00+05:30,NIFTY 50_ema_adx_rsi_v1,17805.4,2022-09-20 09:15:00+05:30
799,BUY,2022-09-20 10:35:00+05:30,17864.05,17874.85,17863.55,17869.9,0,17809.55,17734.14,17698.1,17721.25,45.34,76.01,17869.2,17617.15,19,0,4,0,17874.85,2022-09-20 10:35:00+05:30,NIFTY 50_ema_adx_rsi_v1,17786.55,2022-09-21 09:40:00+05:30
800,SELL,2022-09-22 09:15:00+05:30,17609.65,17636.9,17583.3,17623.6,0,17722.84,17741.18,17758.76,17766.09,21.75,23.99,17793.9,17707.75,0,13,0,39,17583.3,2022-09-22 09:15:00+05:30,NIFTY 50_ema_adx_rsi_v1,17705.55,2022-09-22 14:00:00+05:30
801,SELL,2022-09-23 09:15:00+05:30,17593.85,17640.45,17541.1,17569.7,0,17642.08,17643.87,17662.14,17695.59,23.41,29.98,17722.65,17612.3,0,7,0,114,17541.1,2022-09-23 09:15:00+05:30,NIFTY 50_ema_adx_rsi_v1,16945.15,2022-09-30 10:40:00+05:30
802,BUY,2022-09-30 13:40:00+05:30,17104.55,17126.4,17104.25,17126.3,0,17067.17,16998.52,16956.22,16965.2,44.84,73.52,17122.6,16980.45,43,0,10,0,17126.4,2022-09-30 13:40:00+05:30,NIFTY 50_ema_adx_rsi_v1,16986.65,2022-10-03 09:35:00+05:30
803,SELL,2022-10-03 14:30:00+05:30,16930.75,16933.0,16907.75,16909.45,0,16966.61,16992.41,16998.41,16995.46,26.22,31.14,17046.25,16919.2,0,15,0,2,16907.75,2022-10-03 14:30:00+05:30,NIFTY 50_ema_adx_rsi_v1,17174.9,2022-10-04 09:15:00+05:30
804,BUY,2022-10-04 10:00:00+05:30,17220.7,17248.7,17220.4,17245.6,0,17100.18,17038.14,17018.23,17005.37,49.31,76.47,17235.7,16855.6,10,0,6,0,17248.7,2022-10-04 10:00:00+05:30,NIFTY 50_ema_adx_rsi_v1,17255.45,2022-10-07 10:55:00+05:30
805,BUY,2022-10-07 14:45:00+05:30,17305.2,17327.85,17302.05,17327.7,0,17290.56,17284.05,17289.55,17264.21,21.1,68.87,17311.6,17248.95,12,0,213,0,17327.85,2022-10-07 14:45:00+05:30,NIFTY 50_ema_adx_rsi_v1,17095.1,2022-10-10 09:15:00+05:30
806,SELL,2022-10-11 09:50:00+05:30,17180.55,17180.7,17154.7,17155.55,0,17199.55,17202.15,17209.83,17220.14,20.1,35.69,17261.7,17167.0,0,8,0,79,17154.7,2022-10-11 09:50:00+05:30,NIFTY 50_ema_adx_rsi_v1,17210.65,2022-10-11 12:05:00+05:30
807,SELL,2022-10-11 12:40:00+05:30,17126.1,17127.9,17103.95,17113.1,0,17166.0,17175.64,17188.28,17204.49,21.11,29.96,17213.35,17115.7,0,5,0,113,17103.95,2022-10-11 12:40:00+05:30,NIFTY 50_ema_adx_rsi_v1,17119.2,2022-10-12 14:40:00+05:30
808,SELL,2022-10-13 10:10:00+05:30,17043.8,17043.8,17027.0,17029.05,0,17075.35,17078.59,17082.92,17110.19,28.69,30.43,17141.65,17041.55,0,10,0,233,17027.0,2022-10-13 10:10:00+05:30,NIFTY 50_ema_adx_rsi_v1,17074.9,2022-10-13 14:40:00+05:30
809,BUY,2022-10-14 12:00:00+05:30,17306.0,17328.2,17303.8,17327.6,0,17290.74,17226.17,17163.48,17131.79,37.22,71.08,17311.65,17252.0,34,0,29,0,17328.2,2022-10-14 12:00:00+05:30,NIFTY 50_ema_adx_rsi_v1,17146.55,2022-10-17 09:15:00+05:30
810,BUY,2022-10-17 13:25:00+05:30,17318.05,17325.4,17315.45,17320.35,0,17283.84,17260.98,17239.27,17203.76,21.22,68.45,17319.15,17227.65,16,0,121,0,17325.4,2022-10-17 13:25:00+05:30,NIFTY 50_ema_adx_rsi_v1,17453.3,2022-10-20 09:15:00+05:30
811,BUY,2022-10-20 15:05:00+05:30,17550.2,17559.95,17550.2,17558.85,0,17519.85,17507.64,17503.38,17477.09,21.62,68.76,17554.35,17468.75,12,0,366,0,17559.95,2022-10-20 15:05:00+05:30,NIFTY 50_ema_adx_rsi_v1,17531.0,2022-10-21 14:25:00+05:30
812,BUY,2022-10-27 15:20:00+05:30,17750.2,17763.3,17745.95,17761.55,0,17704.84,17702.16,17699.56,17674.96,24.9,72.26,17750.25,17654.7,5,0,501,0,17763.3,2022-10-27 15:20:00+05:30,NIFTY 50_ema_adx_rsi_v1,18022.3,2022-11-03 09:15:00+05:30
813,BUY,2022-11-04 15:00:00+05:30,18077.6,18104.25,18075.3,18099.7,0,18065.94,18055.88,18052.7,18048.57,23.18,75.98,18082.5,18042.05,37,0,20,0,18104.25,2022-11-04 15:00:00+05:30,NIFTY 50_ema_adx_rsi_v1,18074.25,2022-11-07 13:25:00+05:30
814,BUY,2022-11-07 14:25:00+05:30,18142.45,18157.35,18137.15,18155.9,0,18120.16,18119.72,18109.4,18089.7,22.02,66.13,18144.4,18064.9,6,0,88,0,18157.35,2022-11-07 14:25:00+05:30,NIFTY 50_ema_adx_rsi_v1,18144.8,2022-11-09 14:40:00+05:30
815,SELL,2022-11-10 12:00:00+05:30,18045.75,18047.1,18020.45,18026.0,0,18045.22,18074.05,18105.47,18115.31,23.64,36.74,18061.3,18027.4,0,38,0,27,18020.45,2022-11-10 12:00:00+05:30,NIFTY 50_ema_adx_rsi_v1,18270.2,2022-11-11 09:15:00+05:30
816,BUY,2022-11-11 11:40:00+05:30,18309.9,18323.8,18309.9,18321.3,0,18293.59,18219.23,18163.97,18136.12,46.43,72.13,18319.65,18281.3,36,0,23,0,18323.8,2022-11-11 11:40:00+05:30,NIFTY 50_ema_adx_rsi_v1,18284.65,2022-11-15 11:05:00+05:30
817,BUY,2022-11-15 15:10:00+05:30,18397.35,18410.15,18397.35,18406.6,0,18351.39,18335.09,18327.26,18302.85,20.38,79.14,18397.8,18309.0,11,0,215,0,18410.15,2022-11-15 15:10:00+05:30,NIFTY 50_ema_adx_rsi_v1,18360.3,2022-11-17 11:10:00+05:30
818,BUY,2022-11-17 13:35:00+05:30,18399.7,18409.1,18398.6,18406.65,0,18388.73,18384.56,18383.12,18366.89,23.21,66.88,18404.15,18359.6,15,0,346,0,18409.1,2022-11-17 13:35:00+05:30,NIFTY 50_ema_adx_rsi_v1,18369.8,2022-11-17 15:05:00+05:30
